,class,tweet
3451,1,ihatestevensingi aint show bout dem colored diamonds talk da radio diamond gets colored stolen
3459,1,imnotmakingitup hey u followed long ago gonna nip da bud like ur bio tho u know white devils stole
3467,1,i_gotone look like flappy bird
3469,1,iamsaintbryan call yellow bone
3481,1,ilovebamf whats say see bird lmao
3489,1,imsoooomad guess whos eating cracker b without
3497,1,imtoomuch bread general aint good yabut honky bread worst
3510,1,inediblefood quickscoping trash take tony hawk setup play normally thats snipers
3516,1,intentionaltalk half jar marmalade shaved monkey saran wrap mini horse give best scene #askkevin
3518,1,ish_mallymal jayjuice22 trash
3519,1,ish_mallymal august trash
3526,1,itskiaraaaa looks like took red marker colored leg
3531,1,itsmander tryin say ofay
3533,1,itsmegrizz dink uknow thats true
3553,1,jllve looks prime trash pick
3562,1,jrealmo dont think believe communities ability function w whitey choose hustled big govt
3570,1,jstarrtweets took harder rivera retired im yankee fan lot love respect em especially core 4
3571,1,jstarrtweets pops new york family yankee obsessed sister literally cried heard gonna
3573,1,jt_cameron92 ghetto
3586,1,j_logan know best bird moves
3604,1,jamesdajewison best name twitter ever aka jewbaccasecond best name twitter
3606,1,jamiewinn4 thats energy city electric gotta go yankees stadium winning truly electrifying
3631,1,jayjuice22 ish_mallymal song ive heard good mean hes trash
3644,1,jennyjohnsonhi5 say spray tan charlie crist switches back republican
3647,1,jennytripletit also bird city math theorem make assumptions
3665,1,jjloveup tranny
3683,1,johnny3_ hpguilty trash aint
3684,1,jonj_07 like players really talking trash bama
3687,1,jonahnro good options left indeed president makes jimmy carter look like piker sad
3689,1,jonniesantana hes definitely trash bill cohwer stanford head coach want job id hire new gm course
3694,1,josh_ward thuggery cheating talking trash whos besides jameis isnt nd middle cheating issues
3695,1,jpizzle651 didnt really one aware yankees always loved dodgers uniform
3696,1,jumosq zachkruse2 yep sobsi got hopes couple national guys including kiper mcshay mock slipping
3701,1,judgmentalnyer eveisapisces always looks nice gonna buy yellow one
3716,1,jundishes elissa would call trash vile etc
3717,1,jundishes get wasp spray shoots 20 feet cheaper bear spay mace works good
3728,1,justdoitslow forever 21 hoes
3736,1,justtoomuchcake lmao bel ike nowadays
3744,1,khshan victorb123 oh last charlie wilma jeanne
3762,1,katewhinehall starting laughing worked outnot b c think funny workthrows phone trash butchered subtweet
3769,1,kaylahprettymom lmao girlllaaaa dont like em chunky anymore
3781,1,keitholbermann feel way bigotry racism using word redskins
3783,1,keiveeb yellow shirt hat turnt da side
3784,1,kellendaniel along french blue buggs bunny viis oreo ivs lajethrojenkins
3786,1,kellyosbourne u still ur blk pom
3791,1,kensuttling amhistorymuseum yankees resides mantle piece
3792,1,kensuttling certainlt paddies
3793,1,kensuttling man city yankees got together form 20th mls clubthey begin playing 2015
3795,1,kensuttling taking franks advice ate yellow snow
3797,1,kensuttling spear chuckers flooding upton park
3798,1,kensuttling yankees beat grapefruit league day
3799,1,kensuttling yankees playing tonight bronx 3rd game current series diamondbacks
3800,1,kensuttling remember used funny coloured paper
3812,1,kevinmarin27 like really doubt even plays already got lot big man rotation committed bosh bird mcbob shawne
3827,1,kingcuh tee_jonez io lol osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai
3833,1,kinghov1313 pr3ttyn33 song trash
3839,1,kingluger carne asada gallo pinto tajadas verde queso frito salad milca
3846,1,kodymark1 go yankees
3852,1,krbfarms cornfrmr homemade angel food yellow cake halfinch chocolate frosting devils food die pecan pie
3853,1,krbfarms cornfrmr gone dog ran coon transformer pole picked one shotand still electricity
3855,1,kristynedwards penguins bird puppy bowl
3858,1,kummar_king volunteer guinea pig help test
3861,1,kurtbusiek well pee oft yellow
3871,1,lcistj purpose charlie
3873,1,lilnthebasedgod face ugly nudes trash
3875,1,labugg09 fault sound like fucc nicca
3883,1,lancethespoken statement day ppl rt chiefsatwar even dumber ole birds feather type deal
3884,1,landroverusa disco used disaster recovery awesome brownie points well built extreme conditions
3885,1,landonvanbus charlie day
3907,1,leoncountrybwoy big yute slits brows darg lol drop
3909,1,lessthanjr yankees gave win happy birthday
3918,1,lifeasking ive like 3 pairtheyre overpriced trash
3919,1,lifeasking naw im trash keep ya pity hugs
3921,1,lilbthebiggsgod abbey_kirkland two birds one stone biggs
3923,1,lilmissrightie hey #teabagger #benghazi thing joke 13 benghazis bush hearings benghazi real 911 attack
3930,1,linnlondon1 want clams half shell http tco ufcajnnqtz
3931,1,linzbella date colored men
3944,1,liveitupjersey ccass357 dont trash jerseyodds areyou wouldnt last 10 minutes around go back watching barney
3945,1,liveitupjersey bwahaaaa choked oreo cookieim figuring may something http tco 62s7bgmypx
3950,1,loldyrus retarded ignore harlem shake fad hope goes away soon
3960,1,lov3tadaisha box full yellow crayons
3965,1,lucci_dpc prove youre blissfully ignorant group thinker political chump race traitor
3966,1,luckyl3ft najmaaa_ali yellow bone oh easy wit da name callin b
3974,1,lvl_7_eevee unicorncowboy hisorraya wanted brownies man
3975,1,lvl_7_eevee unicorncowboy hisorraya ill trade one car drift brownies
3979,1,magnedeth seriously reason use mega whatsoever pure favoritism also sweet fuzzy wings
3984,1,mc_jaytee lol already made im waiting brownies finish
3994,1,msoltan18 jordan23junkies supposed grey speckled blue midsole soles yellow icy pass
3995,1,msoltan18 koredeb9 dont suck tho youre mad youre trash carried always 0 points
3999,1,m_a_larson stevestreza youre saying zebras goth
4001,1,m_ragingbabe im trying critical jr literally looks like ate pot brownie got couch put gloves
4005,1,machell1123 hope get better soon colds birds
4010,1,maddslander welcome back b without daily rants tl trash af
4012,1,mahnameisjared guest want bird think
4032,1,mariejosegmh dwb666 seahopke zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet voor je weet zebra een aap
4035,1,markb_lifestyle sportscenter athletics cant yankees make last weeks moves
4045,1,mathanugg mean one colored crayons isnt copacetic
4047,1,mattlacasse playoffs luckily means future kid definitely root yanks #priorities
4060,1,mckinseey grass greener side fence course also soggy septic field
4061,1,mclaffytaffy yankees football funniest part latest video sincerely pittsburgh
4062,1,mclaffytaffy reason #2 didnt order shirt taffy know live would probably find stab
4063,1,mcsheeti means trash lol
4066,1,mdnate interested wanted see better pic soles
4077,1,meowmariss thought ghetto word babe
4089,1,mick_peddicord8 thank mick
4092,1,midnight_snacka nick_504_ u look like fat kid charlie walker got stuck chocolate tube
4102,1,midwestxpride learn first 30 seconds flesh power holds death riff would cool bird lol
4108,1,mika_tan would perfect w graham cracker flavored bun maple dougnut bar
4110,1,mikeluckas oh pain meds made brain fuzzy though banjo kazooie sec
4115,1,mikesgraffix malachidupre trash talk win championships youre boring dude #nationalchamps
4122,1,millercoors thanks follow guys im enjoying cold yellow belly right
4126,1,minutemanx1776 theyknownotwhat closet muzzie mayberryjustin allforcountry lilmissprepper ritzy_jewels glinsan1
4128,1,miseducated411 mind free soul satan present u kingdom things mock u stay strong yahshua
4129,1,misplaced_momma hello dare momma show glad dat u follow u lbe screamin hot dem pitchers eva b wit colored men
4135,1,missmulgra starts making monkey faces behind
4136,1,missrobinv pic red bone braids tiger back sale
4137,1,missstef0318 _mariapetrova teabaggers weakening food environmental regulations infinitely scary lethal terrorism
4138,1,missyankee sportsteamnews looking royals wondering could didnt decimate yankee farm system
4142,1,misters206 look like monkey
4145,1,mitchvorce sheeze yellow bone
4166,1,morning_joe nbc elected spokesman nbc lot trouble friends longer watch nbc trash1
4172,1,mr2damngood4u #nature #biology dogs dont eat much birds everything seems human terms
4174,1,mrfayoh im proud wacko bird bout
4192,1,mr_ritchie_j 5 us decided drink everclear go yankees game two made seat
4194,1,mrszookeeper cornfrmr mary asked said part eat whiteyou throw yellow away
4202,1,murdaaamike yfly23 wow put slit trophies u
4215,1,nflonfox random thought bird crossing path fg try impacted ball causing deflect course rekick miss
4216,1,ng5_ thirsty giants always like ho ho ho
4222,1,ntxprogressive yeahcause anyone thinks clown went target buy oreos stupid look
4223,1,nydnsports yankees ugh espo4710 put one 420 dead center stfrancisnews
4224,1,nyrkelsmads dat damn dog eats betta den colored folk
4226,1,nyrkelsmads wishin local takes da yankee game spoil
4227,1,nyrkelsmads gots bein colored
4229,1,nyrkelsmads never survive da colored hood
4232,1,nyrkelsmads davidortiz barackobama likes da yankees
4233,1,nyrkelsmads popup82 perfection brain crossed wires something dont know came concentration maybe ghetto one
4244,1,nashgrier purple monkey
4253,1,nazario1017 feel see nothing wrong gta killing bc sole purpose game
4254,1,ncoleycole u still mutt tho lol
4255,1,ncoleycole u monkey bars lol
4261,1,neontreezz pocbeauty sowhite people selling #african art cool okay #blackish #redskins #doublestandard
4270,1,nicoleadietrich chug pee
4278,1,nipseyhussle nip im tryna buy copy #crenshaw http tco dblbyvx0pl website let know something
4283,1,nohazardnoparty pibbzyx piersmorgan jim_mclaren cant wait day take boon entire nation
4285,1,nomeatballs mtaraban excited red velvet brownie
4286,1,nomeek_justmilz trash yr 3 4 hell waive lol
4287,1,noshtickzone charlie browna christmas storyrudolph island misfit toys
4292,1,notevanlarkin bbcollins32 birds feather flock together yall
4299,1,notsosweetpea like brownies
4300,1,notsosweetpea soo hanging makin brownies
4314,1,og_dakota lemme throw 302 hows tranny
4319,1,omfgitsoscar basic trash
4330,1,officialccane naah da twitter bird
4336,1,oltimebaseball yankees pauloneillyes matters
4337,1,oldmanro check aint animated charlie murphy
4352,1,originvlepic trash
4370,1,pcmag overpriced complete trash even debatable
4376,1,pwilliamsd need clams half shell get deep fried clam necks
4387,1,param0nster_ twitter bird shaped pancakes would start
4395,1,paulyy2 nah honkey lookin dude chr
4401,1,pepper_redbone yankees mets exactly folks cant favor get lovely old stadium
4402,1,pepper_redbone yankees mets miss nyc nashville needs pro al team closest kc tampa thats pretty bad south nl
4403,1,pepper_redbone yankees mets miss pizza passion
4404,1,pepper_redbone yankees mets oh yeah annoying damn duck calls outta banned duck horns
4405,1,pepper_redbone yankees getting hope cause stunk last night
4408,1,persianboi10 ryantburnss hahaha chunky goalkeeper makes save stomach
4409,1,pete_or prefer zebra visually didnt know lesser costs
4410,1,peterclifford1 penny_g angrybraveheart sheikhkhalifapm love hbirds used feed lived wa state hv mtn sore
4411,1,phantomgourmet someone gave nip baileys irish cream coffee use suggestions
4412,1,philhecken dont understand weak give anything jeter astros barely history yankees
4416,1,pinche_escobar make yellow chompers #candyass
4419,1,plannedsickdays hey screen shot djks wiki page updated regarding trash incident
4426,1,powlengmawi yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa 1 2 yellow pad
4434,1,princedemitri theweek russlljones typical hitchens type atheist watching doc hollywood hates god ready mock
4440,1,progress4ohio msnbc meetthepress would spend money trash like
4445,1,prosperindia ho without ur vote lost election ak49 taking oath pm today
4447,1,pudingtane yeahi dont think #injuns think #redskins #politics #alcoholism #washingtondc
4448,1,pushinuproses current favorite line shea moisture target cvs great dry curly colored hair
4452,1,qvc strawberry shortcake stacked whipped cream yellow spungecake sliced #strawberries freshly picked farm w kids
4459,1,queensavage97 naw juss like making lil mad gone long tho hate boonies
4477,1,rpopbox boxing yeah definitely wasnt guy fought lara cuts ring well huge boon canelo
4482,1,raincaudillo word ur decisions include anchor feather infinity sign bird
4483,1,rainaluvsa picture yes havent updated pic added angel wing colored thanks represents
4489,1,ratchetsue thing better bargain yankee bargain
4493,1,rawker8 ronnie2k nba2k get money stop playing old trash
4497,1,realgilbert hunters anthem goes al goreing go hi ho dairy al goreing go
4504,1,realskipbayless man wilson 2nd black qb win chip talkn trash talk shine russell
4511,1,rebellblume hats us trash tho lol
4525,1,retroreasoning think rpgs birds aint bird brain yo
4533,1,richardengel ughand lemme guess yellow cake heard story
4554,1,robda64 thanks go clean trash ya lil nasty lol
4557,1,robertgbeckel know good hohos 2am andreatantaros answers havent given hohos whoa thefive
4566,1,ronanfarrow yeah know angloamerican principles#slavery #hate #racism
4567,1,ronnie2k pharrell gave 2k trash nonbasketball soundtrack yall still problems servers
4568,1,ronniemack12 dawg trash momma got charged littering dropped school
4576,1,rottenstenchdat charlie
4580,1,royceda59 green bananas better yellow ones
4581,1,rubyfakhoury nyquil_dreams guynamedjordan lets forget fact everyone mother yellow fever
4582,1,rudyjay711 asains take wu tang clan draft suppose half breed like miketaylorshow #fallinginthedraft
4593,1,rylannwilliams ok chill love bird lol
4602,1,sbpart01 melodybrooke11 fuzzy dice might nicest thing could put car lol
